AgentName ,WinRate ,MarginError ,numTurns ,victoryPoints ,numRoadsBuilt ,devCardsBought ,usedDevCards                ,settlementsBuilt ,citiesBuilt ,devCardVP ,largestArmy ,longestRoad ,resourcesReceived           ,totalResourcesReceivedPerTurn ,totalResourcesDiscarded ,totalResourcesStolen ,resourcesFromDevCard        ,totalResourcesFromDevCard ,resourcesFromBankTrade      ,finalResourceProduction               ,finalTradeRates                         ,setupResourceProduction               ,totalSetupResourceProduction ,setupTradeRates                       ,setupResourceDiversity ,turnsForFirstSettlement ,noSettlementsBuilt ,turnsForFirstCity ,noCitysBuilt ,numRoadsFor1stSettlement ,totalResourcesFromBankTrade ,goodSettlementBankTrades ,badSettlementBankTrades ,goodCityBankTrades ,badCityBankTrades ,goodRoadBankTrades ,badRoadBankTrades ,goodDevCardBankTrades ,badDevCardBankTrades ,neutralBankTrades ,acceptedTrades ,rejectedTrades ,goodSettlementAcceptedTrades ,badSettlementAcceptedTrades ,goodCityAcceptedTrades ,badCityAcceptedTrades ,goodRoadAcceptedTrades ,badRoadAcceptedTrades ,goodDevCardAcceptedTrades ,badDevCardAcceptedTrades ,neutralAcceptedTrades ,totalPlayerTrades ,acceptedPlayerTrades ,goodSettlementPlayerTrades ,badSettlementPlayerTrades ,goodCityPlayerTrades ,badCityPlayerTrades ,goodRoadPlayerTrades ,badRoadPlayerTrades ,goodDevCardPlayerTrades ,badDevCardPlayerTrades ,neutralPlayerTrades
Player0   ,    0.0 ,        0.0 ,-1       ,          0.0 ,          2.0 ,           0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,             0.0 ,        0.0 ,      0.0 ,        0.0 ,        0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,-0.0                          ,                    0.0 ,                 0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,                      0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,"[2.796, 5.353, 2.165, 4.146, 3.676]" ,"[3.7325, 3.781, 3.706, 3.7615, 3.757]" ,"[2.796, 5.353, 2.165, 4.146, 3.676]" ,                      18.136 ,"[3.732, 3.781, 3.706, 3.761, 3.757]" ,                3.5185 ,                    0.0 ,               1.0 ,              0.0 ,         1.0 ,                     0.0 ,                        0.0 ,                     0.0 ,                    0.0 ,               0.0 ,              0.0 ,               0.0 ,              0.0 ,                  0.0 ,                 0.0 ,              0.0 ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
Player1   ,    0.0 ,        0.0 ,-1       ,          0.0 ,          2.0 ,           0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,             0.0 ,        0.0 ,      0.0 ,        0.0 ,        0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,-0.0                          ,                    0.0 ,                 0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,                      0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,"[2.067, 1.833, 2.85, 2.726, 2.912]"  ,"[3.578, 3.5425, 3.542, 3.5545, 3.561]" ,"[2.067, 1.833, 2.85, 2.726, 2.912]"  ,                      12.388 ,"[3.578, 3.542, 3.542, 3.554, 3.561]" ,                2.901  ,                    0.0 ,               1.0 ,              0.0 ,         1.0 ,                     0.0 ,                        0.0 ,                     0.0 ,                    0.0 ,               0.0 ,              0.0 ,               0.0 ,              0.0 ,                  0.0 ,                 0.0 ,              0.0 ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
Player2   ,    0.0 ,        0.0 ,-1       ,          0.0 ,          2.0 ,           0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,             0.0 ,        0.0 ,      0.0 ,        0.0 ,        0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,-0.0                          ,                    0.0 ,                 0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,                      0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,"[2.002, 1.944, 2.878, 2.829, 2.823]" ,"[3.553, 3.55, 3.5515, 3.568, 3.591]"   ,"[2.002, 1.944, 2.878, 2.829, 2.823]" ,                      12.476 ,"[3.553, 3.55, 3.551, 3.568, 3.591]"  ,                2.92   ,                    0.0 ,               1.0 ,              0.0 ,         1.0 ,                     0.0 ,                        0.0 ,                     0.0 ,                    0.0 ,               0.0 ,              0.0 ,               0.0 ,              0.0 ,                  0.0 ,                 0.0 ,              0.0 ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
Player3   ,    1.0 ,        0.0 ,-1       ,          0.0 ,          2.0 ,           0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,             0.0 ,        0.0 ,      0.0 ,        0.0 ,        0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,-0.0                          ,                    0.0 ,                 0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,                      0.0 ,"[0.0, 0.0, 0.0, 0.0, 0.0]" ,"[2.152, 1.934, 2.853, 2.767, 2.813]" ,"[3.584, 3.565, 3.5545, 3.566, 3.587]"  ,"[2.152, 1.934, 2.853, 2.767, 2.813]" ,                      12.519 ,"[3.584, 3.565, 3.554, 3.566, 3.587]" ,                2.9345 ,                    0.0 ,               1.0 ,              0.0 ,         1.0 ,                     0.0 ,                        0.0 ,                     0.0 ,                    0.0 ,               0.0 ,              0.0 ,               0.0 ,              0.0 ,                  0.0 ,                 0.0 ,              0.0 ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
