AgentName          ,WinRate ,MarginError ,numTurns         ,victoryPoints     ,numRoadsBuilt      ,devCardsBought    ,usedDevCards                        ,settlementsBuilt   ,citiesBuilt        ,devCardVP          ,largestArmy         ,longestRoad        ,resourcesReceived                          ,totalResourcesReceivedPerTurn ,totalResourcesDiscarded ,totalResourcesStolen ,resourcesFromDevCard                 ,totalResourcesFromDevCard ,resourcesFromBankTrade                ,finalResourceProduction                ,finalTradeRates                                                                                     ,setupResourceProduction               ,totalSetupResourceProduction ,setupTradeRates                     ,setupResourceDiversity ,turnsForFirstSettlement ,noSettlementsBuilt ,turnsForFirstCity   ,noCitysBuilt       ,numRoadsFor1stSettlement ,totalResourcesFromBankTrade ,goodSettlementBankTrades ,badSettlementBankTrades ,goodCityBankTrades  ,badCityBankTrades   ,goodRoadBankTrades ,badRoadBankTrades   ,goodDevCardBankTrades ,badDevCardBankTrades ,neutralBankTrades ,acceptedTrades ,rejectedTrades ,goodSettlementAcceptedTrades ,badSettlementAcceptedTrades ,goodCityAcceptedTrades ,badCityAcceptedTrades ,goodRoadAcceptedTrades ,badRoadAcceptedTrades ,goodDevCardAcceptedTrades ,badDevCardAcceptedTrades ,neutralAcceptedTrades ,totalPlayerTrades ,acceptedPlayerTrades ,goodSettlementPlayerTrades ,badSettlementPlayerTrades ,goodCityPlayerTrades ,badCityPlayerTrades ,goodRoadPlayerTrades ,badRoadPlayerTrades ,goodDevCardPlayerTrades ,badDevCardPlayerTrades ,neutralPlayerTrades
Player0            ,0.8895  ,1.37        ,44.462           ,9.759             ,12.3495            ,7.8835            ,"[4.221, 0.539, 0.609, 0.603, 0.0]" ,1.9435             ,1.3205             ,1.609              ,0.664               ,0.7745             ,"[22.357, 23.112, 28.764, 28.474, 30.665]" ,                        3.0   ,      16.9785           ,   8.724             ,"[0.715, 0.85, 0.054, 0.226, 0.801]" ,                    2.646 ,"[5.438, 4.731, 3.051, 4.121, 3.426]" ,"[7.769, 8.531, 9.93, 10.633, 10.555]" ,"[3.8325, 3.837, 3.835, 3.8325, 3.827]"                                                             ,"[3.288, 3.384, 4.473, 4.476, 4.449]" ,                      20.07  ,"[4.0, 4.0, 3.999, 4.0, 4.0]"       ,     3.778             ,    23.026554292414737  ,0.135              ,19.526389905706043  ,0.296              ,       6.185917549434587 ,                     20.767 ,      0.869              ,    0.116               ,0.151               ,0.1655              , 5.1365            ,0.387               ,   1.994              ,   0.419             ,12.248            ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
Player0LossesStats ,-1.0    ,-1.0        ,65.2081447963801 ,6.375565610859729 ,11.936651583710407 ,6.289592760180995 ,"[3.434, 0.398, 0.498, 0.566, 0.0]" ,1.3122171945701357 ,0.7013574660633484 ,1.1221719457013575 ,0.28054298642533937 ,0.2986425339366516 ,"[30.733, 21.566, 46.882, 28.163, 44.747]" ,                        2.639 ,      28.20814479638009 ,  12.900452488687783 ,"[0.805, 0.43, 0.118, 0.131, 1.045]" ,                    2.529 ,"[7.819, 9.796, 4.584, 6.552, 5.095]" ,"[5.588, 4.643, 9.294, 5.416, 8.005]"  ,"[3.83710407239819, 3.7828054298642533, 3.773755656108597, 3.8099547511312215, 3.8506787330316743]" ,"[3.036, 2.367, 5.493, 3.027, 4.701]" ,                      18.624 ,"[4.0, 4.0, 3.991, 4.0, 4.0]"       ,     3.321266968325792 ,    24.02833999794935   ,0.3438914027149321 ,19.613290632506004  ,0.5882352941176471 ,       5.275176868655799 ,                     33.846 ,      1.0271493212669682 ,    0.21266968325791855 ,0.17647058823529413 ,0.07692307692307693 , 9.678733031674208 ,0.47058823529411764 ,   2.9457013574660635 ,   1.158371040723982 ,18.67420814479638 ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
Player1            ,0.0365  ,0.82        ,43.836           ,3.7015            , 7.8535            ,2.7575            ,"[1.479, 0.205, 0.2, 0.204, 0.0]"   ,0.3895             ,0.375              ,0.57               ,0.079               ,0.0735             ,"[10.748, 11.937, 14.88, 16.896, 15.102]"  ,                        1.587 ,       9.462            ,   6.1775            ,"[0.38, 0.213, 0.144, 0.127, 0.093]" ,                    0.957 ,"[3.253, 3.054, 2.865, 2.785, 2.958]" ,"[2.562, 3.023, 3.389, 3.909, 3.623]"  ,"[3.475, 3.468, 3.4775, 3.478, 3.4905]"                                                             ,"[1.976, 2.045, 2.773, 2.803, 2.791]" ,                      12.388 ,"[3.547, 3.542, 3.548, 3.55, 3.56]" ,     2.9025            ,     7.4904549844913815 ,0.789              , 6.1158056587333425 ,0.754              ,       1.569119017452385 ,                     14.915 ,      0.374              ,    0.131               ,0.113               ,0.397               , 2.6415            ,0.1885              ,   1.064              ,   0.866             , 9.6815           ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
