AgentName ,WinRate ,MarginError ,numTurns ,victoryPoints ,numRoadsBuilt ,devCardsBought ,usedDevCards                    ,settlementsBuilt ,citiesBuilt ,devCardVP ,largestArmy ,longestRoad ,resourcesReceived                     ,totalResourcesReceivedPerTurn ,totalResourcesDiscarded ,totalResourcesStolen ,resourcesFromDevCard             ,totalResourcesFromDevCard ,resourcesFromBankTrade          ,finalResourceProduction            ,finalTradeRates                  ,setupResourceProduction          ,totalSetupResourceProduction ,setupTradeRates                  ,setupResourceDiversity ,turnsForFirstSettlement ,noSettlementsBuilt ,turnsForFirstCity ,noCitysBuilt ,numRoadsFor1stSettlement ,totalResourcesFromBankTrade ,goodSettlementBankTrades ,badSettlementBankTrades ,goodCityBankTrades ,badCityBankTrades ,goodRoadBankTrades ,badRoadBankTrades ,goodDevCardBankTrades ,badDevCardBankTrades ,neutralBankTrades ,acceptedTrades ,rejectedTrades ,goodSettlementAcceptedTrades ,badSettlementAcceptedTrades ,goodCityAcceptedTrades ,badCityAcceptedTrades ,goodRoadAcceptedTrades ,badRoadAcceptedTrades ,goodDevCardAcceptedTrades ,badDevCardAcceptedTrades ,neutralAcceptedTrades ,totalPlayerTrades ,acceptedPlayerTrades ,goodSettlementPlayerTrades ,badSettlementPlayerTrades ,goodCityPlayerTrades ,badCityPlayerTrades ,goodRoadPlayerTrades ,badRoadPlayerTrades ,goodDevCardPlayerTrades ,badDevCardPlayerTrades ,neutralPlayerTrades
Player0   ,   0.13 ,       6.59 ,   24.13 ,         5.68 ,         8.09 ,          3.34 ,"[1.51, 0.21, 0.19, 0.29, 0.0]" ,            1.04 ,       0.99 ,     0.75 ,       0.18 ,       0.21 ,"[9.1, 12.11, 19.06, 14.76, 16.62]"   ,                        2.969 ,                  11.09 ,                6.56 ,"[0.42, 0.45, 0.0, 0.37, 0.0]"   ,                     1.24 ,"[2.07, 1.73, 1.0, 2.82, 1.46]" ,"[5.55, 5.91, 9.39, 7.95, 8.63]"   ,"[3.86, 3.91, 3.93, 3.89, 3.85]" ,"[2.83, 3.43, 5.68, 4.32, 4.77]" ,                       21.03 ,"[4.0, 4.0, 4.0, 4.0, 4.0]"      ,                  3.8  ,      5.547181187820319 ,              0.49 ,7.300662783691505 ,        0.42 ,      1.5777308813184603 ,                       9.08 ,                    0.12 ,                   0.05 ,              0.16 ,             0.0  ,              1.5  ,             0.22 ,                 0.95 ,                0.42 ,             5.27 ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
Player1   ,   0.86 ,       6.8  ,   24.19 ,         9.57 ,         9.94 ,          3.57 ,"[1.97, 0.23, 0.25, 0.21, 0.0]" ,            2.34 ,       2.52 ,     0.79 ,       0.35 ,       0.6  ,"[14.84, 20.21, 13.43, 22.79, 18.88]" ,                        3.727 ,                  14.43 ,                5.41 ,"[0.37, 0.37, 0.17, 0.14, 0.18]" ,                     1.23 ,"[2.59, 2.3, 2.31, 2.1, 2.17]"  ,"[9.74, 12.16, 8.2, 14.44, 12.28]" ,"[3.42, 3.59, 3.53, 3.55, 3.44]" ,"[3.51, 4.72, 2.77, 5.02, 4.26]" ,                       20.28 ,"[3.94, 3.96, 3.94, 3.92, 3.94]" ,                  4.55 ,      9.254627313656828 ,              0.05 ,8.545982187531271 ,        0.07 ,      2.481240620310155  ,                      11.47 ,                    0.72 ,                   0.0  ,              0.46 ,             0.02 ,              2.14 ,             0.2  ,                 1.21 ,                0.52 ,             5.47 ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
