AgentName          ,WinRate ,MarginError ,numTurns ,victoryPoints ,numRoadsBuilt ,devCardsBought ,usedDevCards                        ,settlementsBuilt ,citiesBuilt ,devCardVP ,largestArmy ,longestRoad ,resourcesReceived                          ,totalResourcesReceivedPerTurn ,totalResourcesDiscarded ,totalResourcesStolen ,resourcesFromDevCard                  ,totalResourcesFromDevCard ,resourcesFromBankTrade                ,finalResourceProduction                   ,finalTradeRates                           ,setupResourceProduction               ,totalSetupResourceProduction ,setupTradeRates                       ,setupResourceDiversity ,turnsForFirstSettlement ,noSettlementsBuilt ,turnsForFirstCity  ,noCitysBuilt ,numRoadsFor1stSettlement ,totalResourcesFromBankTrade ,goodSettlementBankTrades ,badSettlementBankTrades ,goodCityBankTrades ,badCityBankTrades ,goodRoadBankTrades ,badRoadBankTrades ,goodDevCardBankTrades ,badDevCardBankTrades ,neutralBankTrades ,acceptedTrades ,rejectedTrades ,goodSettlementAcceptedTrades ,badSettlementAcceptedTrades ,goodCityAcceptedTrades ,badCityAcceptedTrades ,goodRoadAcceptedTrades ,badRoadAcceptedTrades ,goodDevCardAcceptedTrades ,badDevCardAcceptedTrades ,neutralAcceptedTrades ,totalPlayerTrades ,acceptedPlayerTrades ,goodSettlementPlayerTrades ,badSettlementPlayerTrades ,goodCityPlayerTrades ,badCityPlayerTrades ,goodRoadPlayerTrades ,badRoadPlayerTrades ,goodDevCardPlayerTrades ,badDevCardPlayerTrades ,neutralPlayerTrades
Reward_win         , 0.8985 ,       1.32 , 41.5295 ,       9.7965 ,      11.877  ,        7.153  ,"[3.803, 0.491, 0.541, 0.553, 0.0]" ,          2.2165 ,     1.433  ,   1.457  ,     0.6195 ,     0.722  ,"[20.45, 22.324, 28.805, 27.625, 28.493]"  ,                        3.075 ,                16.1555 ,               8.4   ,"[1.025, 0.942, 0.021, 0.241, 0.128]" ,                    2.357 ,"[4.264, 5.91, 2.201, 3.712, 3.167]"  ,"[8.094, 8.857, 11.043, 11.608, 10.934]"  ,"[3.8555, 3.8465, 3.859, 3.856, 3.861]"   ,"[3.171, 3.123, 4.434, 4.295, 4.252]" ,                      19.275 ,"[4.0, 4.0, 4.0, 4.0, 4.0]"           ,                3.8355 ,     20.53022882312322  ,            0.071  ,18.078899973971545 ,      0.2655 ,      4.874673050893307  ,                     19.254 ,                  0.7545 ,                 0.06   ,            0.2265 ,           0.201  ,            4.102  ,            0.465 ,               1.821  ,              0.673  ,          11.2195 ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
Reward_finalvp     , 0.871  ,       1.47 , 48.4965 ,       9.6725 ,      12.958  ,        7.1505 ,"[3.846, 0.414, 0.546, 0.551, 0.0]" ,          2.107  ,     1.374  ,   1.4735 ,     0.6005 ,     0.7525 ,"[21.77, 21.329, 28.841, 29.686, 30.159]"  ,                        2.717 ,                17.526  ,               9.948 ,"[0.617, 0.941, 0.224, 0.308, 0.488]" ,                    2.578 ,"[8.299, 3.224, 1.713, 3.098, 2.598]" ,"[7.112, 7.686, 9.252, 10.077, 9.671]"    ,"[3.925, 3.937, 3.9435, 3.937, 3.93]"     ,"[2.939, 2.833, 3.89, 3.994, 3.95]"   ,                      17.606 ,"[4.0, 4.0, 4.0, 4.0, 4.0]"           ,                3.8245 ,     24.47622993055401  ,            0.1005 ,21.664413863664663 ,      0.269  ,      6.074305233838     ,                     18.932 ,                  0.8445 ,                 0.0595 ,            0.173  ,           0.067  ,            5.8985 ,            0.167 ,               1.4235 ,              0.324  ,          10.6835 ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
Reward_vpAction    , 0.889  ,       1.38 , 43.417  ,       9.7785 ,      12.4245 ,        8.0615 ,"[4.294, 0.518, 0.596, 0.586, 0.0]" ,          2.1435 ,     1.266  ,   1.678  ,     0.684  ,     0.6515 ,"[23.065, 21.37, 30.205, 29.035, 29.974]"  ,                        3.078 ,                18.2605 ,               8.903 ,"[1.361, 0.861, 0.251, 0.249, 0.002]" ,                    2.724 ,"[6.776, 4.124, 2.804, 4.953, 2.017]" ,"[7.753, 8.036, 10.127, 10.384, 10.476]"  ,"[3.683, 3.7075, 3.7025, 3.6785, 3.6815]" ,"[3.501, 3.354, 4.644, 4.364, 4.565]" ,                      20.428 ,"[3.999, 3.999, 3.998, 3.999, 3.996]" ,                3.824  ,     22.059746375670226 ,            0.113  ,18.247582032857647 ,      0.283  ,      5.9278349226731315 ,                     20.674 ,                  1.342  ,                 0.1245 ,            0.1825 ,           0.085  ,            5.4535 ,            0.31  ,               2.2285 ,              0.4085 ,          11.4505 ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
Reward_build_trade , 0.837  ,       1.62 , 43.333  ,       9.6525 ,      13.547  ,        0.5325 ,"[0.293, 0.037, 0.042, 0.043, 0.0]" ,          3.9605 ,     2.9255 ,   0.1045 ,     0.009  ,     0.32   ,"[30.034, 28.552, 43.618, 41.984, 42.663]" ,                        4.312 ,                34.8795 ,              10.155 ,"[0.086, 0.049, 0.034, 0.042, 0.005]" ,                    0.216 ,"[11.746, 3.737, 3.361, 6.46, 6.757]" ,"[11.819, 12.699, 16.41, 16.773, 16.052]" ,"[3.653, 3.676, 3.6685, 3.665, 3.6655]"   ,"[3.446, 3.508, 4.691, 4.726, 4.737]" ,                      21.108 ,"[3.996, 3.995, 3.997, 3.996, 3.996]" ,                3.8475 ,     15.195121560972488 ,            0.016  ,18.5589222154804   ,      0.0455 ,      4.16453331626653   ,                     32.061 ,                  4.2445 ,                 0.1305 ,            0.6805 ,           0.5505 ,           13.2445 ,            0.327 ,               1.869  ,              1.6195 ,          11.7535 ,           0.0 ,           0.0 ,                         0.0 ,                        0.0 ,                   0.0 ,                  0.0 ,                   0.0 ,                  0.0 ,                      0.0 ,                     0.0 ,                  0.0 ,              0.0 ,                 0.0 ,                       0.0 ,                      0.0 ,                 0.0 ,                0.0 ,                 0.0 ,                0.0 ,                    0.0 ,                   0.0 ,                0.0
